"","GAIN","AMPLI","LOSS","LOH"
"1p",16.72,0,21.28,21.76
"2p",0.5,0,0,0
"3p",30.49,0,0.03,5.93
"4p",0,0,77.98,10.08
"5p",63.71,0,0.16,0
"6p",25.51,0,0,0
"7p",63.32,0,0,0
"8p",0,0,55.94,0
"9p",1.45,0,0,13
"10p",0,0,0,12.04
"11p",48.88,0,10.89,0
"12p",30.05,0,0,0
"16p",40.95,0,1.25,0
"17p",0,0,0.47,0
"18p",0,0,100,0
"19p",59.54,0,0,0
"20p",21.59,0,1.65,0
"21p",85.12,0,0,0
"Yp",0,0,99.93,0
"Xp",95.68,0,0,0
"1q",30.47,0,0,0
"2q",5.27,0,7.5,2.84
"3q",23.8,0,0,0
"4q",0.21,0,16.05,3.95
"5q",0,0,100,0
"6q",18.29,0,0.15,2.66
"7q",21.14,0,0,0
"8q",31.58,0,0,3.43
"9q",0,0,0,12.71
"10q",2.49,0,0.45,12.12
"11q",86.21,0,0,0
"12q",49.12,0,0,2.98
"13q",24.88,0,0,0
"14q",21.44,0,24.34,0
"15q",38.53,0,0.85,96.65
"16q",60.79,0,0,0
"17q",18.38,0,0,5.65
"18q",0,0,58.62,0
"19q",30.97,0,0,0
"20q",60.59,0,0,0
"21q",20.41,0,0,0
"22q",21.15,0,45.51,47.04
"Yq",0,0,100,0
"Xq",89.99,0,0,0
