"","GAIN","AMPLI","LOSS","LOH"
"1p",3.74,0,0,0
"2p",0,0,0,0
"3p",0.38,0,0,0
"4p",0,0,0,0
"5p",0,0,0,6.74
"6p",0,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,8.38
"12p",0,0,0,0
"16p",0.53,0,0,7.79
"17p",0,0,6.34,12.34
"18p",0,0,0,0
"19p",26.52,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0.18,0
"3q",0,0,0.25,0
"4q",0,0,0.39,0
"5q",0,0,0,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,3.74
"11q",0,0,0,0
"12q",0,0,0,2.87
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0.22,0,0,5.35
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",1.69,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
