"","GAIN","AMPLI","LOSS","LOH"
"1p",52.46,0,14.92,9.24
"2p",13.93,0,0,0
"3p",0,0,57.16,0
"4p",0,0,0,100
"5p",98.7,0,0,0
"6p",22.13,0,0,0
"7p",79.91,0,0,0
"8p",0,0,99.61,0
"9p",35.01,0,0,0
"10p",0,0,0,0
"11p",1.66,0,91.22,0
"12p",0.73,0,91.22,0
"16p",15.27,0,0,9.5
"17p",100,0,0,92.2
"18p",0,0,0,99.9
"19p",6.34,0,0,0
"20p",100,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",36.6,0,0,4.3
"1q",0,0,0,0
"2q",79.56,0,0,1.98
"3q",25,0,0,0
"4q",0,0,0,99.92
"5q",45.34,0,0,0
"6q",19.99,0,0,0
"7q",50.36,0,0,0
"8q",0,0,0,0
"9q",86.77,0,0,0
"10q",4.29,0,52.08,2.97
"11q",40.86,0,0,0
"12q",0.09,0,55.08,2.92
"13q",0.31,0,1.52,0
"14q",35.83,0,12.94,98.92
"15q",85.84,0,10.64,7.96
"16q",71.61,0,0,0
"17q",43.68,0,0,0
"18q",41.85,0,0,0
"19q",15.1,0,0.17,0
"20q",24.62,0,0,0
"21q",65.61,0,0,19.93
"22q",0,0,0.76,100
"Yq",0,0,0,0
"Xq",15.78,0,0.68,96.24
