"","GAIN","AMPLI","LOSS","LOH"
"1p",3.23,0,10.22,0
"2p",1.19,0,0,0
"3p",0.68,0,92.67,0
"4p",0,0,100,0
"5p",99.94,0,0,0
"6p",1.16,0,0,0
"7p",0,0,0,0
"8p",9.44,0,36.25,15.61
"9p",0,0,95.1,0
"10p",80.25,0,0,0
"11p",2.29,0,29.22,0
"12p",0,0,55.68,0
"16p",0.25,0,0,0
"17p",0,0,99.73,0
"18p",1.62,0,0,0
"19p",0,0,100,0
"20p",0,0,28.08,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",6.65,0,0.37,0
"2q",1.32,0,0.49,0
"3q",1.94,0,19.08,0
"4q",14.44,0,0.03,0
"5q",0,0,99.98,0
"6q",0,0,86.44,0
"7q",1.78,0,26.71,0
"8q",14.48,0,44.19,0
"9q",2.31,0,0.25,0
"10q",0,0,95.04,0
"11q",3.85,0,64.12,0
"12q",4.1,0,92.13,0
"13q",15.72,0,56.16,13.29
"14q",3.17,0,0,0
"15q",1.78,0,41.08,0
"16q",2.26,0,0,0
"17q",16.45,0,50.1,18.21
"18q",13.7,0,0,0
"19q",12.89,0,2.31,0
"20q",27.37,0,0,73.97
"21q",0,0,23.79,75.89
"22q",4.59,0,0.12,0
"Yq",0,0,0,0
"Xq",0,0,90.74,0
