"","GAIN","AMPLI","LOSS","LOH"
"1p",54.22,0,0,21.86
"2p",99.21,0,0,3.02
"3p",2.25,0,0,0
"4p",32.84,0,0,95.9
"5p",0,0,0,0
"6p",95.65,0,0,21.63
"7p",91.46,0,0,0
"8p",41.99,0,0,34.03
"9p",93.52,0,1.51,0
"10p",1.08,0,0,0
"11p",94.56,0,0,97.73
"12p",98.01,0,0,0
"16p",65.09,0,3.05,10.01
"17p",91.91,0,0,99.89
"18p",92.34,0,0,0
"19p",84.34,0,11.8,36.68
"20p",4.28,0,1.22,10.31
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",94.04,0,0,0
"1q",76.36,0,0,0
"2q",66.46,0,7.28,26.03
"3q",10.2,0,0.82,0
"4q",1.22,0,0,0
"5q",93.66,0,0,3.98
"6q",98.25,0,0,51.93
"7q",97.13,0,0.68,56.96
"8q",51.72,0,0,33.14
"9q",87.51,0,0,11.09
"10q",6.24,0,0,16.27
"11q",99.81,0,0,100
"12q",99.15,0,0,0
"13q",8.01,0,15.85,83.9
"14q",31.45,0,0,0
"15q",0.86,0,83.46,0
"16q",0,0,89.8,0
"17q",98.01,0,0,100
"18q",46.23,0,0,48.03
"19q",83.84,0,0,0
"20q",0,0,0,0
"21q",99.92,0,0,44.04
"22q",60.63,0,0.14,0
"Yq",0,0,0,0
"Xq",82.98,0,0,0
