"","GAIN","AMPLI","LOSS","LOH"
"1p",4.49,0,0,0
"2p",3.15,0,14.44,0
"3p",0,0,33.85,0
"4p",0,0,99.99,0
"5p",11.95,0,43.42,0
"6p",34.92,0,14.54,46.18
"7p",7.88,0,0,0
"8p",0.62,0,92.26,0
"9p",0,0,39.21,82.95
"10p",0,0,63.82,0
"11p",10.71,0,59.78,0
"12p",3.22,0,0,0
"16p",3.21,0,77.98,0
"17p",0,0,100,0
"18p",0,0,0,0
"19p",0,0,30.49,0
"20p",24.35,0,32.48,33.82
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",92.76,0,0,0
"1q",0,0,0,0
"2q",2.45,0,0.73,0
"3q",12.27,0,20.44,0
"4q",4.98,0,7.13,0
"5q",0,0,90.8,0
"6q",0,0,30.13,0
"7q",0,0,0,0
"8q",27.32,0,13.97,0
"9q",0,0,9.66,96.12
"10q",0,0,0,0
"11q",20.76,0,39.48,0
"12q",5.18,0,35.09,0
"13q",0,0,45.12,0
"14q",61.62,0,0,0
"15q",11.18,0,46.33,15.78
"16q",15.22,0,0.74,0
"17q",4.53,0,30.45,0
"18q",2.43,0,61.15,0
"19q",13.14,0,0,0
"20q",0.27,0,0,0
"21q",0,0,100,100
"22q",14.83,0,0,0
"Yq",0,0,0,0
"Xq",62.42,0,25.43,0
