"","GAIN","AMPLI","LOSS","LOH"
"1p",2.66,0,0.82,99.93
"2p",22.65,0,0,0
"3p",53.64,0,0,0
"4p",96.49,0,0,0
"5p",96.94,0,0,0
"6p",37.46,0,0,0
"7p",99.19,0,0,0
"8p",87.03,0,0,0
"9p",59.45,0,0,0
"10p",88.45,0,0,0
"11p",1.25,0,0,0
"12p",97.2,0,0,0
"16p",80.65,0,0,0
"17p",95.62,0,0,0
"18p",6.02,0,0,0
"19p",43.08,0,0,0
"20p",44.03,0,0,0
"21p",85.12,0,0,0
"Yp",99.57,0,0,0
"Xp",95.68,0,0,0
"1q",99.17,0,0,2.6
"2q",41.73,0,0,0
"3q",51,0,0,0
"4q",57.3,0,0,0
"5q",65.35,0,0,0
"6q",80.68,0,0,12.48
"7q",40.92,0,0,0
"8q",92.27,0,0,0
"9q",50.08,0,0,0
"10q",34.24,0,0,0
"11q",2.31,0,0,0
"12q",49.09,0,0,0
"13q",0,0,0,0
"14q",96.5,0,0,0
"15q",54.17,0,0,0
"16q",46.75,0,0,0
"17q",48.59,0,0,0
"18q",0,0,0,0
"19q",0,0,0,99.97
"20q",72.32,0,0,0
"21q",54.71,0,0,0
"22q",34.43,0,0,0
"Yq",100,0,0,0
"Xq",30.82,0,0,0
