"","GAIN","AMPLI","LOSS","LOH"
"1p",0.2,0,0,0
"2p",0.04,0,2.96,0
"3p",27.01,0,0,0
"4p",0.62,0,0,0
"5p",48.61,0,1.18,0
"6p",29.67,0,26.46,0
"7p",59.92,0,0,0
"8p",19.07,0,72.37,0
"9p",0,0,100,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",14.88,0,0.64,0
"16p",4.67,0,4,11.29
"17p",0,0,97.99,0
"18p",100,0,0,0
"19p",1.17,0,1.48,0
"20p",0.3,0,0.19,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",79.25,0,0,0
"1q",47.31,0,0,0
"2q",0.23,0,0.22,0
"3q",28.55,0,0,0
"4q",0.48,0,0,0
"5q",17.32,0,1.85,3.23
"6q",0,0,100,0
"7q",45.54,0,0,2.86
"8q",56.17,0,0,0
"9q",0,0,56.55,0
"10q",3.35,0,0.34,0
"11q",0.25,0,0.31,0
"12q",0,0,0.47,99.97
"13q",0.3,0,0.28,0
"14q",0,0,39.57,0
"15q",0.33,0,0.44,0
"16q",0.62,0,1.64,0
"17q",40.98,0,0,0
"18q",67.25,0,0,0
"19q",0,0,2.06,96.47
"20q",0,0,0.85,0
"21q",90.91,0,0,0
"22q",0.42,0,26.2,0
"Yq",0,0,0,0
"Xq",20.72,0,0,0
