"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0.01,0
"2p",0.07,0,0,0
"3p",2.06,0,0.34,3.17
"4p",0,0,0,0
"5p",0,0,0.75,0
"6p",0,0,2.48,11.17
"7p",0,0,0,0
"8p",0,0,0.21,0
"9p",0,0,0.09,0
"10p",0,0,0,0
"11p",2.42,0,0,10.4
"12p",3.66,0,14,0
"16p",16.52,0,0,9.45
"17p",0,0,21.73,0
"18p",0,0,0,0
"19p",0,0,0.09,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,1.82
"3q",0.19,0,0.22,0
"4q",0,0,1.04,0
"5q",0,0,1.18,0
"6q",0,0,0,0
"7q",0,0,0.2,0
"8q",0.44,0,0.01,0
"9q",0,0,0,0
"10q",0,0,0.28,0
"11q",0,0,0,0
"12q",0,0,0.17,0
"13q",0,0,18.72,0
"14q",0,0,0.85,0
"15q",0,0,0,0
"16q",1.56,0,0,0
"17q",0.09,0,1.27,4.71
"18q",0,0,1.28,0
"19q",9.82,0,0,0
"20q",0,0,0,0
"21q",5.15,0,0.64,0
"22q",0,0,0.73,7.28
"Yq",0,0,0,0
"Xq",0,0,0,0
