"","GAIN","AMPLI","LOSS","LOH"
"1p",0.23,0,0,0
"2p",25.7,0,29.28,29.49
"3p",0,0,98.51,0
"4p",100,0,0,12.92
"5p",0,0,99.94,0
"6p",99.08,0,0,0
"7p",90.19,0,9.76,99.98
"8p",18.06,0,0,80.25
"9p",0,0,0,82.95
"10p",0,0,100,0
"11p",59.14,0,0,0
"12p",74.7,0,0,0
"16p",22.42,0,27.04,69.31
"17p",0,0,0,99.89
"18p",0,0,97.6,99.9
"19p",99.37,0,0.19,17.72
"20p",0,0,0,46.62
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",87.87,0,0,0
"1q",0,0,0,0
"2q",0,0,13.98,93.38
"3q",0,0,3.6,100
"4q",6.76,0,30.35,91.06
"5q",0.73,0,87.14,14.28
"6q",36.59,0,63.1,0
"7q",0,0,100,0
"8q",99.42,0,0,0
"9q",0,0,12.45,96.12
"10q",0,0,99.99,0
"11q",71.49,0,0.41,0
"12q",80.34,0,0,2.76
"13q",0,0,100,0
"14q",70.74,0,0,98.92
"15q",27.86,0,41.16,45.34
"16q",0,0,57.29,100
"17q",62.36,0,0,100
"18q",0,0,29.71,97.66
"19q",56.32,0,0,76.56
"20q",0,0,0,91.74
"21q",96.77,0,0,0
"22q",0,0,99.97,0
"Yq",0,0,0,0
"Xq",99.95,0,0,0
