"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,39.21,59.9
"2p",100,0,0,0
"3p",99.58,0,0,10.3
"4p",0,0,20.79,100
"5p",99.78,0,0,0
"6p",99.86,0,0,0
"7p",99.88,0,0,0
"8p",0,0,9.66,45.73
"9p",99.4,0,0,82.95
"10p",98.77,0,0,7.98
"11p",49.94,0,0,100
"12p",98.77,0,0,21.4
"16p",4.08,0,1.6,100
"17p",14.19,0,84.83,0
"18p",0,0,0,87.32
"19p",99.68,0,0,55.83
"20p",99.29,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,99.93,0
"Xp",99.8,0,0.18,0
"1q",97.98,0,0,0
"2q",99.97,0,0,0
"3q",100,0,0,0
"4q",0,0,0,99.92
"5q",0,0,3.63,93.96
"6q",58.47,0,40.33,0
"7q",99.99,0,0,0
"8q",0,0,3.01,30.54
"9q",99.96,0,0,96.12
"10q",98.55,0,0,0
"11q",10.79,0,0,100
"12q",97.54,0,0,51.8
"13q",99.97,0,0,100
"14q",70.01,0,0,98.92
"15q",0,0,94.7,0
"16q",58.27,0,40.33,41.38
"17q",99.04,0,0,0
"18q",0,0,43.74,98.4
"19q",99.54,0,0,0
"20q",99.69,0,0,0
"21q",99.59,0,0,0
"22q",99.58,0,0.14,0
"Yq",0,0,100,0
"Xq",98.53,0,1.33,0
