"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,16.43
"2p",0,0,0,3.63
"3p",0,0,99.94,0
"4p",0,0,83.56,11.75
"5p",0.63,0,0,0
"6p",0.97,0,4.99,0
"7p",0,0,0,0
"8p",7.29,0,90.18,0
"9p",6.68,0,25.5,0
"10p",0,0,36.47,0
"11p",0,0,20.01,6.88
"12p",0,0,0,0
"16p",0,0,0,10.55
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0.38,0,0.36,0
"20p",0,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,99.93,0
"Xp",4.32,0,0,0
"1q",0,0,73.65,0
"2q",0,0,20.72,11.56
"3q",77.96,0,22.01,0
"4q",0,0,1.53,8.25
"5q",0,0,99.91,0
"6q",0.91,0,75.94,0
"7q",0.72,0,0,0
"8q",7.55,0,0,2.81
"9q",61.99,0,22.9,0
"10q",0,0,98.25,0
"11q",0,0,0,0
"12q",0.04,0,0,0
"13q",0,0,52.87,0
"14q",98.86,0,0,0
"15q",99.76,0,0,0
"16q",0,0,0,0
"17q",0,0,3.19,0
"18q",8.57,0,79.34,0
"19q",25.81,0,73.97,0
"20q",0,0,1.45,0
"21q",0,0,99.75,0
"22q",0.92,0,0,0
"Yq",0,0,100,0
"Xq",0,0,0.26,0
