"","GAIN","AMPLI","LOSS","LOH"
"1p",36.99,0,20.11,3.03
"2p",38.88,0,0,0
"3p",16.31,0,0.61,2.98
"4p",1.27,0,0,0
"5p",0.7,0,0.34,0
"6p",0.55,0,10.12,0
"7p",0,0,0.55,0
"8p",0.09,0,0.76,0
"9p",0,0,100,0
"10p",8.2,0,66.29,0
"11p",0.78,0,0,0
"12p",19.01,0,0,0
"16p",1.62,0,4.21,13.09
"17p",0,0,0.65,0
"18p",1.77,0,0,0
"19p",0,0,0.98,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.68,0,18.58,9.25
"1q",1.19,0,46.86,2.67
"2q",0.54,0,26.68,0
"3q",17.21,0,0.31,0
"4q",0.27,0,2.09,2.65
"5q",0.32,0,0.23,0
"6q",1.65,0,20.57,0
"7q",0,0,17.11,0
"8q",12.16,0,0.27,0
"9q",0,0,97.74,0
"10q",0.44,0,0.32,0
"11q",0.46,0,0.53,0
"12q",30,0,0,0
"13q",11.77,0,0,82.59
"14q",15.48,0,1.82,0
"15q",0.32,0,0.23,0
"16q",0,0,4.81,0
"17q",28.51,0,0.14,12.85
"18q",0,0,50.15,0
"19q",0.35,0,0.17,0
"20q",0.83,0,1.06,0
"21q",1.16,0,0,0
"22q",1.13,0,0.17,7.46
"Yq",0,0,0,0
"Xq",7.59,0,1.56,4.53
