"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,3.86
"3p",2.55,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",1.56,0,0,0
"7p",100,0,0,0
"8p",99.17,0,0,0
"9p",0,0,0,16.82
"10p",0,0,0,0
"11p",100,0,0,0
"12p",0,0,0,0
"16p",95.09,0,0,71.37
"17p",0,0,0,41.02
"18p",0,0,100,0
"19p",0,0,4.1,0
"20p",99.75,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",48.72,0,0,0
"1q",0,0,0,0
"2q",0,0,0.18,2.9
"3q",0,0,0.32,0
"4q",0,0,0.22,2.64
"5q",1.89,0,0,0
"6q",0,0,0,0
"7q",99.51,0,0,6.58
"8q",99.29,0,0,0
"9q",0.15,0,0.25,0
"10q",0.14,0,2.95,4.24
"11q",99.63,0,0,0
"12q",0,0,0.13,3.14
"13q",0,0,0,2.69
"14q",94.26,0,0.23,0
"15q",0,0,99.22,0
"16q",100,0,0,96.09
"17q",0,0,0,7.2
"18q",0,0,97.85,0
"19q",0,0,0,0
"20q",99.7,0,0,0
"21q",0,0,0,0
"22q",3.92,0,0.12,0
"Yq",0,0,0,0
"Xq",38.73,0,0,0
