"","GAIN","AMPLI","LOSS","LOH"
"1p",2.44,0,0.04,2.21
"2p",0.2,0,0,0
"3p",1.89,0,0,4.97
"4p",3.98,0,0,5.36
"5p",0.7,0,0,0
"6p",0,0,1.95,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0.67,0
"10p",0,0,80.3,0
"11p",0.69,0,0,0
"12p",0,0,0,0
"16p",3.04,0,0,20.69
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0.57,0,38.71,0
"20p",0,0,1.21,10.87
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0.35,27.35
"1q",0,0,0,2.7
"2q",0.08,0,0,1.8
"3q",74.7,0,0.25,2.58
"4q",0.2,0,0,0
"5q",0.3,0,0,1.94
"6q",0,0,0,6.32
"7q",0,0,0.26,0
"8q",1.31,0,0,0
"9q",1.46,0,0,0
"10q",1.08,0,0.68,0
"11q",12.92,0,0.49,0
"12q",1.04,0,0.23,0
"13q",0,0,0.39,0
"14q",1,0,0,0
"15q",0.57,0,0.11,0
"16q",0,0,0,6.37
"17q",49.31,0,0,11.99
"18q",0,0,0,0
"19q",0.71,0,1.73,0
"20q",11.51,0,0,8.35
"21q",1.14,0,0,0
"22q",0.61,0,0,7.85
"Yq",0,0,0,0
"Xq",0,0,0,13.43
