"","GAIN","AMPLI","LOSS","LOH"
"1p",65.68,0,0,0
"2p",54.99,0,1.38,0
"3p",45.71,0,42.95,0
"4p",2.73,0,77.78,0
"5p",99.8,0,0,6.77
"6p",0,0,60.15,0
"7p",0,0,0,0
"8p",3.31,0,84.18,0
"9p",0,0,100,0
"10p",0,0,0,0
"11p",0,0,67.62,0
"12p",99.62,0,0,0
"16p",35.54,0,2.94,0
"17p",0,0,95.48,0
"18p",0,0,0,0
"19p",16.13,0,54.19,0
"20p",3.38,0,1.45,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",96.8,0,2.69,0
"1q",66.05,0,33.54,0
"2q",17.69,0,20.24,0
"3q",38.73,0,18.34,43.68
"4q",77.83,0,6.91,0
"5q",46.16,0,14.11,2.15
"6q",0.32,0,0,0
"7q",15.28,0,24.15,0
"8q",32.4,0,0,0
"9q",0,0,99.98,0
"10q",31.73,0,3.48,6.15
"11q",25.96,0,60.52,0
"12q",99.94,0,0,0
"13q",10.83,0,83.4,0
"14q",43.78,0,8.63,0
"15q",49.39,0,18.6,0
"16q",0,0,99.96,0
"17q",56.3,0,21.41,78.45
"18q",36.97,0,0,0
"19q",12.86,0,0,0
"20q",82.84,0,0.67,0
"21q",59.88,0,0,0
"22q",73.25,0,0.15,0
"Yq",0,0,0,0
"Xq",99.07,0,0.88,0
