"","GAIN","AMPLI","LOSS","LOH"
"1p",0.09,0,0,0
"2p",0,0,0,0
"3p",0.67,0,0,2.92
"4p",0,0,98.22,0
"5p",2.92,0,0,0
"6p",0.43,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",73.42,0,0.56,0
"10p",0,0,0,0
"11p",0.34,0,0,0
"12p",99.7,0,0,0
"16p",9,0,0,10.55
"17p",0,0,100,0
"18p",36.52,0,0,34.37
"19p",0,0,13.12,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.18,0,0,15.64
"1q",99.17,0,0,2.93
"2q",0,0,0.28,2.91
"3q",77.92,0,0,0
"4q",0.56,0,0,0
"5q",0.19,0,0.57,0
"6q",0,0,0,2.4
"7q",7.1,0,0,0
"8q",0.2,0,0.3,0
"9q",1.18,0,0,0
"10q",0.33,0,0,0
"11q",0,0,54.37,0
"12q",13.27,0,0,0
"13q",0,0,0,0
"14q",0,0,98.35,0
"15q",0,0,0,9.47
"16q",0,0,100,0
"17q",3.05,0,25.89,0
"18q",0,0,99.99,0
"19q",9.13,0,17.72,39.16
"20q",0,0,0,0
"21q",1.06,0,0,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",26.09,0,0,8.18
