"","GAIN","AMPLI","LOSS","LOH"
"1p",2.6,0,0,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",19.95,0,0,0
"5p",97.17,0,0,0
"6p",0,0,0,0
"7p",100,0,0,0
"8p",0,0,0,0
"9p",7.23,0,0,0
"10p",92.86,0,0,0
"11p",0,0,0,8.23
"12p",0,0,0,8.98
"16p",0,0,0,0
"17p",0,0,0,15.54
"18p",0,0,0,0
"19p",0,0,0,20.99
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",26.84,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,2.37
"5q",0,0,0,0
"6q",0,0,0,0
"7q",100,0,0,0
"8q",84.78,0,0,0
"9q",31.77,0,0,0
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,4.4
"13q",31.79,0,0,0
"14q",0,0,0,6.15
"15q",0,0,6.3,9.12
"16q",0,0,0,0
"17q",0,0,0,9.54
"18q",0,0,0,0
"19q",0,0,0,11.9
"20q",95.95,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",9.81,0,0,6.19
