"","GAIN","AMPLI","LOSS","LOH"
"1p",2.66,0,0,99.93
"2p",100,0,0,0
"3p",100,0,0,0
"4p",96.49,0,0,0
"5p",96.94,0,0,0
"6p",58.06,0,0,0
"7p",99.11,0,0,0
"8p",99.61,0,0,0
"9p",100,0,0,0
"10p",100,0,0,0
"11p",0,0,0,0
"12p",97.2,0,0,0
"16p",80.65,0,0,0
"17p",95.62,0,0,0
"18p",0,0,0,0
"19p",100,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.57,0,0,0
"Xp",95.68,0,0,0
"1q",99.17,0,0,0
"2q",97.37,0,0,0
"3q",100,0,0,0
"4q",99.92,0,0,0
"5q",78.28,0,0,0
"6q",100,0,0,12.48
"7q",98.93,0,0,0
"8q",92.27,0,0,0
"9q",99.6,0,0,0
"10q",100,0,0,0
"11q",0,0,0,0
"12q",97.96,0,0,0
"13q",0,0,0,0
"14q",96.5,0,0,0
"15q",99.79,0,0,0
"16q",62.5,0,0,0
"17q",56.57,0,0,0
"18q",0,0,0,0
"19q",0,0,0,99.97
"20q",86.84,0,0,0
"21q",91.14,0,0,0
"22q",100,0,0,0
"Yq",100,0,0,0
"Xq",76.28,0,0,0
