"","GAIN","AMPLI","LOSS","LOH"
"1p",0.94,0,0,0
"2p",0,0,9.77,0
"3p",0,0,95.06,0
"4p",0,0,98.36,0
"5p",0,0,0,0
"6p",0,0,55.36,0
"7p",0,0,0,0
"8p",46.88,0,52.36,0
"9p",0,0,0,0
"10p",0,0,0.8,0
"11p",0,0,24.08,0
"12p",0,0,79.95,0
"16p",0,0,0,0
"17p",2.43,0,0,83.32
"18p",0,0,0,0
"19p",0,0,52.38,0
"20p",0,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",8.19,0,91.7,0
"1q",0.26,0,0,0
"2q",0,0,4.49,0
"3q",0,0,5.8,0
"4q",0,0,99.62,0
"5q",0,0,0.04,0
"6q",0,0,1.44,0
"7q",0,0,0,2.59
"8q",97.19,0,0,4.1
"9q",2.07,0,0,0
"10q",0.2,0,0.51,0
"11q",0.04,0,0,0
"12q",0,0,62.14,0
"13q",0,0,69.72,0
"14q",0,0,21.14,0
"15q",3.96,0,30.31,0
"16q",0.2,0,0,0
"17q",0,0,0.08,0
"18q",0,0,1.74,0
"19q",0,0,14.72,0
"20q",0,0,0.85,0
"21q",0,0,72.98,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",4.25,0,93.81,0
