"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,18.66,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,6.14
"5p",0,0,0,0
"6p",0,0,0,0
"7p",100,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",43.82,0,37.34,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,32.8,0
"6q",0,0,23.31,0
"7q",100,0,0,0
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",4.81,0,59.41,0
"12q",0,0,0,0
"13q",0,0,3.63,0
"14q",0,0,0,0
"15q",0,0,6.42,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",100,0,0,0
"20q",0,0,0,0
"21q",100,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",7.56,0,0,4.16
