"","GAIN","AMPLI","LOSS","LOH"
"1p",100,0,0,2.29
"2p",100,0,0,3.12
"3p",0,0,34.08,100
"4p",99.32,0,0,0
"5p",99.94,0,0,0
"6p",99.94,0,0,0
"7p",99.99,0,0,0
"8p",98.96,0,0.64,0
"9p",97.89,0,0,0
"10p",98.77,0,0,0
"11p",100,0,0,5.08
"12p",99.04,0,0,0
"16p",0,0,0,0
"17p",99.86,0,0,0
"18p",100,0,0,0
"19p",1.4,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",4.3,0,0,0
"1q",100,0,0,0
"2q",100,0,0,0
"3q",0,0,0,100
"4q",99.92,0,0,0
"5q",100,0,0,0
"6q",100,0,0,0
"7q",99.62,0,0,0
"8q",100,0,0,0
"9q",99.96,0,0,0
"10q",99.42,0,0,0
"11q",32.16,0,0.99,0
"12q",99.37,0,0,0
"13q",99.89,0,0,0
"14q",0.13,0,0,98.92
"15q",99.79,0,0,0
"16q",0,0,0,0
"17q",99.87,0,0,0
"18q",99.99,0,0,0
"19q",0,0,0,0
"20q",100,0,0,0
"21q",0,0,0,0
"22q",98.63,0,0,0
"Yq",100,0,0,0
"Xq",0.26,0,0,0
