"","GAIN","AMPLI","LOSS","LOH"
"1p",100,0,0,0
"2p",0,0,12.62,97.8
"3p",100,0,0,3.6
"4p",100,0,0,0
"5p",17.61,0,0,0
"6p",32.53,0,25.79,25.9
"7p",100,0,0,0
"8p",80.51,0,0,0
"9p",22.64,0,39.94,0
"10p",100,0,0,0
"11p",100,0,0,0
"12p",89.98,0,0,0
"16p",81.35,0,0,11.71
"17p",0,0,98.58,0
"18p",100,0,0,0
"19p",93.7,0,0,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",98.6,0,0,8
"1q",100,0,0,0
"2q",0,0,9.94,85.55
"3q",60.5,0,0,0
"4q",99.92,0,0,0
"5q",3.06,0,36.41,0
"6q",100,0,0,0
"7q",100,0,0,3.34
"8q",100,0,0,0
"9q",99.98,0,0,0
"10q",0,0,99.99,0
"11q",100,0,0,0
"12q",7.55,0,35,4.06
"13q",93.77,0,5.96,0
"14q",43.99,0,0,0
"15q",33.29,0,0,0
"16q",59.32,0,0,0
"17q",30.4,0,0,9.61
"18q",99.99,0,0,0
"19q",85.92,0,0,0
"20q",99.81,0,0,0
"21q",100,0,0,0
"22q",82.33,0,0,0
"Yq",0,0,0,0
"Xq",100,0,0,8.29
