"","GAIN","AMPLI","LOSS","LOH"
"1p",0.08,0,42.42,0
"2p",0.4,0,0.3,0
"3p",0,0,96.8,0
"4p",0.68,0,1.63,0
"5p",0,0,82.86,0
"6p",0,0,13.03,0
"7p",0,0,0,0
"8p",0,0,96.01,0
"9p",3.05,0,73.57,0
"10p",0,0,0,0
"11p",0.7,0,28.85,0
"12p",34.58,0,0,0
"16p",0,0,0.89,10.69
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",0,0,79.3,0
"20p",0,0,100,100
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,4.59,0
"2q",0,0,35.66,0
"3q",0,0,0.52,0
"4q",0,0,0.16,2.1
"5q",0,0,75.63,24.2
"6q",0.27,0,0,0
"7q",36.35,0,0,0
"8q",76.55,0,0,23.46
"9q",0,0,0,0
"10q",0,0,60.77,0
"11q",0,0,40.26,0
"12q",0.5,0,76.43,0
"13q",0.52,0,0.46,0
"14q",0,0,5.32,0
"15q",0.34,0,1.05,0
"16q",0,0,0.54,0
"17q",7.7,0,16.11,73.9
"18q",0,0,95.84,0
"19q",0,0,4.09,0
"20q",0.88,0,39.93,0
"21q",0,0,97.06,0
"22q",0.61,0,82.94,0
"Yq",0,0,0,0
"Xq",0.26,0,0,0
