"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,26.95,3.58
"2p",0,0,0,7.11
"3p",8.63,0,0,3.74
"4p",7.42,0,0,0
"5p",0,0,0,0
"6p",0,0,0,9.17
"7p",0,0,0,6.33
"8p",34.31,0,0,0
"9p",0,0,25.08,0
"10p",50.79,0,0,0
"11p",0,0,0,7.17
"12p",0,0,14.25,0
"16p",67.79,0,16.65,0
"17p",0,0,16.38,0
"18p",0,0,20,0
"19p",0,0,26.44,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,11.33,4.54
"2q",0,0,2.37,3.99
"3q",0,0,0,0
"4q",0,0,3.97,2.83
"5q",0,0,4.02,3.03
"6q",0,0,4.92,4.2
"7q",6.89,0,5.5,0
"8q",6.89,0,0,4.03
"9q",0,0,0,7.81
"10q",5.12,0,6.5,0
"11q",0,0,0,0
"12q",7.22,0,0,0
"13q",0,0,9.17,3.99
"14q",0,0,0,4.8
"15q",3.84,0,0,7.85
"16q",43.17,0,0,0
"17q",0,0,11.63,0
"18q",0,0,0,5.25
"19q",0,0,28.82,0
"20q",0,0,13.01,0
"21q",0,0,0,0
"22q",0,0,10.99,0
"Yq",0,0,0,0
"Xq",0,0,0,0
