"","GAIN","AMPLI","LOSS","LOH"
"1p",59.77,0,0,0
"2p",96.92,0,0,0
"3p",74.16,0,0,100
"4p",100,0,0,0
"5p",97.14,0,0,0
"6p",0,0,100,0
"7p",94.02,0,0,0
"8p",0,0,64.62,0
"9p",100,0,0,0
"10p",100,0,0,0
"11p",25.52,0,73.2,0
"12p",97.45,0,0,0
"16p",89.89,0,0,11.69
"17p",100,0,0,15.06
"18p",0,0,100,0
"19p",94.11,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",100,0,0,0
"2q",99.93,0,0,0
"3q",56.3,0,9.8,100
"4q",98.23,0,0,0
"5q",100,0,0,0
"6q",0,0,100,0
"7q",100,0,0,4.37
"8q",38.39,0,0,0
"9q",97.71,0,0,0
"10q",72.66,0,0,0
"11q",4.3,0,75.55,6.2
"12q",99.57,0,0,0
"13q",45.64,0,0,0
"14q",37.85,0,50.14,0
"15q",30.19,0,41.15,4.15
"16q",0,0,24.33,0
"17q",100,0,0,0
"18q",0,0,99.29,0
"19q",91.7,0,0,0
"20q",46.32,0,0,0
"21q",0,0,99.68,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",54.37,0,0,3.48
