"","GAIN","AMPLI","LOSS","LOH"
"1p",77.85,0,0,22.56
"2p",85.12,0,0,0
"3p",8.32,0,11.88,73.93
"4p",94.93,0,0,0
"5p",0,0,0,24.37
"6p",39.96,0,0,0
"7p",25.36,0,0,70.12
"8p",38.79,0,53.55,0
"9p",100,0,0,0
"10p",100,0,0,0
"11p",34.77,0,53.2,0
"12p",65.71,0,0,0
"16p",65.14,0,0,11.19
"17p",0,0,35.89,99.89
"18p",0,0,0,99.9
"19p",79.26,0,0,100
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",57.88,0,0,10.95
"1q",100,0,0,0
"2q",50.77,0,0,0
"3q",59.81,0,0,0
"4q",10.5,0,0,78.94
"5q",65.37,0,0,94.09
"6q",73.13,0,0,25.66
"7q",100,0,0,0
"8q",67.33,0,0,0
"9q",99.98,0,0,35.03
"10q",26.61,0,0,71.13
"11q",4.63,0,0,0
"12q",79.87,0,0,0
"13q",24.75,0,0,76.84
"14q",40.91,0,43.51,7.2
"15q",70.28,0,0,0
"16q",35.36,0,11.66,50.27
"17q",0,0,0,100
"18q",0,0,29.1,71.29
"19q",42.18,0,0,99.97
"20q",74.13,0,0,0
"21q",71.54,0,0,28.5
"22q",28.43,0,0,100
"Yq",0,0,0,0
"Xq",74.07,0,0,0
