"","GAIN","AMPLI","LOSS","LOH"
"1p",99.77,0,0,0
"2p",0,0,0,0
"3p",3.72,0,0,6.51
"4p",0.53,0,0,0
"5p",99.24,0,0,0
"6p",10.71,0,0,0
"7p",55.06,0,0,0
"8p",0,0,0,0
"9p",13.81,0,0,0
"10p",0,0,99.31,8.9
"11p",8.31,0,90.96,0
"12p",0,0,0.84,0
"16p",35.96,0,57.52,0
"17p",0,0,0.32,99.89
"18p",0,0,100,0
"19p",2.15,0,33.34,0
"20p",98.24,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",3.63,0,0,13.53
"1q",99.98,0,0,0
"2q",0.92,0,0.21,2.27
"3q",0,0,0,0
"4q",2.58,0,0,0
"5q",99.41,0,0,0
"6q",0,0,0,0
"7q",34.02,0,0,0
"8q",0.5,0,0,0
"9q",3.35,0,0,0
"10q",0.17,0,3.76,6.15
"11q",1.07,0,93.77,0
"12q",0.33,0,0.92,0
"13q",0.36,0,98.1,0
"14q",0.37,0,0.55,0
"15q",2.17,0,0.8,0
"16q",2.33,0,97.64,0
"17q",58.38,0,0,94.21
"18q",0,0,99.99,0
"19q",8.35,0,7.22,0
"20q",96.91,0,0,0
"21q",0,0,2.37,0
"22q",0,0,99.87,0
"Yq",0,0,0,0
"Xq",12.59,0,0,20.84
