"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,29.23,0
"2p",0,0,38.52,0
"3p",0,0,99.42,0
"4p",26.21,0,0,0
"5p",18.15,0,63.21,0
"6p",0.45,0,84.51,0
"7p",0,0,63.22,0
"8p",0,0,90.86,0
"9p",0,0,46.71,24.54
"10p",1.91,0,0.95,0
"11p",2.24,0,0.39,5.69
"12p",93.66,0,0,0
"16p",1.15,0,0,9.97
"17p",2.2,0,25.04,75.32
"18p",0,0,37.2,0
"19p",0,0,0.75,0
"20p",1.02,0,2.48,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,98.83,0
"1q",76.6,0,0,0
"2q",1.3,0,16.57,0
"3q",31.32,0,15.03,0
"4q",0,0,90.77,0
"5q",1.22,0,79.77,0
"6q",0,0,81.68,0
"7q",0.23,0,8.89,0
"8q",86.23,0,0,0
"9q",0,0,0.51,0
"10q",9.5,0,0.95,0
"11q",4.9,0,34.76,15.54
"12q",35.21,0,19.33,0
"13q",0,0,75.2,0
"14q",0.42,0,88.16,4.6
"15q",23.53,0,42.41,44.55
"16q",0.88,0,0,6.78
"17q",0,0,100,0
"18q",69.21,0,10.1,8.27
"19q",0.95,0,0,0
"20q",9.62,0,18.94,10
"21q",8.56,0,84.24,0
"22q",0,0,52.96,52.88
"Yq",0,0,0,0
"Xq",0,0,100,0
