"","GAIN","AMPLI","LOSS","LOH"
"1p",49.86,0,0,0
"2p",0,0,9.75,10.25
"3p",1.49,0,0.38,0
"4p",81.19,0,0,0
"5p",38.24,0,0,0
"6p",0,0,10.93,100
"7p",0,0,0,0
"8p",0,0,99.55,0
"9p",3.56,0,71.39,0
"10p",96.75,0,3.2,100
"11p",0,0,19.97,53.02
"12p",45.52,0,0,0
"16p",4.21,0,0.91,0
"17p",0,0,99.9,0
"18p",39.07,0,60.88,0
"19p",50.17,0,28.25,0
"20p",12.59,0,36.44,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",0,0,99.95,0
"1q",30.57,0,0,3.6
"2q",68.13,0,24.89,0
"3q",90.98,0,8.08,8.16
"4q",19.02,0,20.69,60.36
"5q",3.55,0,17.1,32.48
"6q",0,0,100,0
"7q",70.88,0,0,0
"8q",50.3,0,15.46,3.02
"9q",0,0,89.27,0
"10q",3.55,0,61.45,30.68
"11q",57.76,0,0.42,35.27
"12q",8.56,0,85.77,0
"13q",3.26,0,93.87,0
"14q",0,0,2.56,0
"15q",3.6,0,35.52,0
"16q",0,0,0,0
"17q",0,0,100,0
"18q",37.21,0,60.25,0
"19q",43.82,0,41.46,0
"20q",51.46,0,0,9.1
"21q",59.08,0,0.75,0
"22q",0,0,99.97,0
"Yq",0,0,0,0
"Xq",67.03,0,17.88,0
