"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,4.6
"2p",0,0,0,0
"3p",0,0,9.12,0
"4p",0,0,0,6.32
"5p",0,0,0,0
"6p",0,0,0,5.86
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0,9.39
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,22.44
"17p",0,0,0,15.56
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,3.51
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,11.65,4.12
"7q",0,0,0,3.43
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,4.13
"11q",0,0,0,0
"12q",0,0,0,3.2
"13q",4.39,0,0,3.57
"14q",0,0,0,3.51
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",21.01,0,0,0
"20q",20.54,0,0,0
"21q",23.82,0,0,0
"22q",56.58,0,0,0
"Yq",100,0,0,0
"Xq",4.81,0,0,0
