"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0.77,0,0,17.87
"6p",0,0,0,0
"7p",68.99,0,0,0
"8p",0,0,0,0
"9p",0,0,22.49,0
"10p",0,0,100,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,16.79
"17p",0,0,1.31,0
"18p",0,0,34.99,0
"19p",99.57,0,0,0
"20p",0.31,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.44,0,1.26,10.01
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0.2,0
"6q",0,0,0,9.07
"7q",100,0,0,0
"8q",0,0,0,3.42
"9q",0,0,0.33,0
"10q",0,0,100,0
"11q",0,0,0,0
"12q",0,0,0.02,3.04
"13q",0.33,0,0.57,0
"14q",0.16,0,0.4,0
"15q",0,0,0.39,0
"16q",0,0,0,0
"17q",0,0,0.39,0
"18q",0,0,0,0
"19q",35.43,0,0,0
"20q",0,0,0,0
"21q",0,0,0.83,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.16,0
