"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",97.8,0,0,0
"3p",0,0,0,100
"4p",0,0,0,0
"5p",93.59,0,0,0
"6p",29.97,0,16.46,16.9
"7p",0,0,0,0
"8p",56.43,0,0,99.57
"9p",42.51,0,23.14,82.95
"10p",0,0,0,0
"11p",7.17,0,0,0
"12p",0,0,0,0
"16p",0,0,17.8,0
"17p",94.62,0,0,47.23
"18p",100,0,0,0
"19p",46.71,0,16.59,0
"20p",77.27,0,0,0
"21p",0,0,0,0
"Yp",99.57,0,0,0
"Xp",0,0,0,0
"1q",59.49,0,0,0
"2q",68.22,0,0,68.87
"3q",65.15,0,0,0
"4q",0,0,0,0
"5q",50.84,0,0,33.12
"6q",48.6,0,0,78.76
"7q",35.7,0,0,22.91
"8q",100,0,0,100
"9q",99.69,0,0,96.12
"10q",4.82,0,0,0
"11q",100,0,0,0
"12q",25.68,0,0,0
"13q",11.91,0,0,0
"14q",34.9,0,9.17,0
"15q",73.51,0,0,23.17
"16q",47.65,0,0,0
"17q",58.34,0,0,7.64
"18q",20.31,0,0,0
"19q",99.74,0,0,0
"20q",95.89,0,0,0
"21q",45.44,0,0,0
"22q",100,0,0,0
"Yq",0,0,100,0
"Xq",35.3,0,0,0
