"","GAIN","AMPLI","LOSS","LOH"
"1p",8.86,0,44.09,0
"2p",100,0,0,0
"3p",0,0,99.74,0
"4p",0,0,0,6.56
"5p",0,0,0,0
"6p",0,0,0,0
"7p",43.28,0,0,0
"8p",0,0,0,0
"9p",0,0,52.16,0
"10p",0,0,24.22,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,100,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,99.22,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",35.4,0,0,0
"2q",99.6,0,0,0
"3q",0,0,0,3.04
"4q",0,0,0,0
"5q",0,0,98.32,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",13.83,0,0,0
"9q",0,0,99.98,0
"10q",0,0,31.66,3.99
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,100,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",36.72,0,15.56,0
"18q",0,0,99.99,0
"19q",29.51,0,55.48,0
"20q",11.08,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
