"","GAIN","AMPLI","LOSS","LOH"
"1p",24.04,0,0,84.8
"2p",44.56,0,0,0
"3p",14.45,0,6.69,7.75
"4p",66.16,0,0,19.51
"5p",78.21,0,0,17.52
"6p",43.26,0,15.62,25.82
"7p",30.14,0,23.33,50.28
"8p",37.67,0,0.93,26.62
"9p",15.46,0,0,32.37
"10p",54.76,0,31.72,72.35
"11p",63.72,0,6.6,14.69
"12p",82.12,0,0,0
"16p",36.16,0,10.92,15.69
"17p",46.81,0,30.88,99.89
"18p",7.61,0,82.11,0
"19p",34.7,0,2.22,66.2
"20p",15.01,0,2.06,87.95
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",13.34,0,0,10.86
"1q",27.3,0,0,0
"2q",35.59,0,0,0
"3q",47.65,0,0,2.81
"4q",57.2,0,5.08,6.5
"5q",4.52,0,47.97,86.8
"6q",27.64,0,11.81,60.51
"7q",75.19,0,0,2.84
"8q",58.11,0,0,11.89
"9q",76.26,0,0.33,0
"10q",39.23,0,11.11,59.58
"11q",69.37,0,0,0
"12q",36.63,0,0,0
"13q",0,0,74.2,13.13
"14q",46.6,0,8.9,18.93
"15q",24.07,0,32.89,51.07
"16q",72.57,0,6.1,0
"17q",2.43,0,11.47,100
"18q",36.62,0,0,0
"19q",56.49,0,0,74.71
"20q",66.92,0,0,0
"21q",17.02,0,0,74.22
"22q",0.82,0,12.05,28.95
"Yq",0,0,0,0
"Xq",86.9,0,0,11.63
