"","GAIN","AMPLI","LOSS","LOH"
"1p",1.3,0,4.33,0
"2p",98.28,0,0,5.61
"3p",14.4,0,10.98,83.32
"4p",0,0,0,0
"5p",99.81,0,0,0
"6p",100,0,0,24.6
"7p",94.82,0,0,0
"8p",0,0,0.61,97.08
"9p",74.44,0,13.37,8.33
"10p",0,0,0,0
"11p",99.35,0,0,0
"12p",99.7,0,0,0
"16p",11.47,0,0,0
"17p",85.89,0,0,0
"18p",100,0,0,0
"19p",0,0,0,100
"20p",97.07,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,24.75
"1q",99.15,0,0,12.35
"2q",0,0,0,100
"3q",78.48,0,0,3.29
"4q",99.91,0,0,2.23
"5q",1.65,0,0.52,95.16
"6q",100,0,0,3.47
"7q",46.3,0,0,48.55
"8q",98.08,0,0,0
"9q",0.43,0,0.27,0
"10q",96.68,0,0,41.09
"11q",18.12,0,0,76.52
"12q",99.99,0,0,0
"13q",5.9,0,3.33,34.46
"14q",81.06,0,0,73.64
"15q",48.88,0,0,11.02
"16q",100,0,0,0
"17q",66.07,0,0,36.62
"18q",99.99,0,0,0
"19q",99.97,0,0,0
"20q",99.81,0,0,0
"21q",1.8,0,0,0
"22q",0.82,0,0.33,0
"Yq",0,0,0,0
"Xq",99.97,0,0,5.47
