"","GAIN","AMPLI","LOSS","LOH"
"1p",8.35,0,17.42,17.7
"2p",1.52,0,0,0
"3p",8.59,0,6.08,0
"4p",15.88,0,0,0
"5p",46.98,0,0,0
"6p",68.97,0,0,0
"7p",0,0,34.43,0
"8p",0,0,99.53,0
"9p",0,0,20.05,0
"10p",6.08,0,85.18,0
"11p",0,0,38.34,0
"12p",0,0,29.61,0
"16p",0,0,84.66,0
"17p",0,0,84.91,0
"18p",15.77,0,0,0
"19p",80.16,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",10.82,0,0,0
"1q",66.77,0,7.5,0
"2q",0.21,0,1.76,2.39
"3q",47.65,0,33.4,0
"4q",0,0,29.33,0
"5q",3.67,0,30.53,0
"6q",0,0,81.88,0
"7q",57.68,0,4.97,72.26
"8q",75.42,0,0,3.91
"9q",0,0,28.06,68.68
"10q",2.63,0,97.35,0
"11q",18.83,0,11.95,0
"12q",0,0,81.13,0
"13q",3.73,0,96.26,0
"14q",0,0,67.54,0
"15q",6.2,0,0.33,0
"16q",0,0,88.1,0
"17q",64.57,0,35.43,64.18
"18q",9.68,0,56.83,0
"19q",25.02,0,74.19,0
"20q",93.99,0,0,0
"21q",0,0,0,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",94.19,0,0,5.81
