"","GAIN","AMPLI","LOSS","LOH"
"1p",2.27,0,0,0
"2p",0,0,2.96,4.55
"3p",19.71,0,0.41,5.62
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0.47,11.07
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0.35,33.58
"10p",1.09,0,0.23,0
"11p",0,0,0,0
"12p",7.22,0,10.88,0
"16p",0,0,0,11.71
"17p",0,0,0,0
"18p",13.98,0,0,0
"19p",0.45,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.61,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,3.19
"4q",0,0,0,0
"5q",0,0,0,2.67
"6q",0,0,0.24,0
"7q",0.23,0,0.37,0
"8q",0,0,0,2.68
"9q",0,0,0,0
"10q",0.09,0,6.22,0
"11q",0.44,0,17.3,18.04
"12q",0.56,0,0.32,0
"13q",0.39,0,3.86,0
"14q",0.34,0,1.34,0
"15q",0.32,0,8.2,0
"16q",0,0,0,0
"17q",24.19,0,0,0
"18q",15.49,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0.78,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
