"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0.39,2.45
"2p",0,0,0,0
"3p",0.48,0,12.73,0
"4p",0,0,0,0
"5p",1.09,0,0,0
"6p",0.95,0,0,0
"7p",4.85,0,0,0
"8p",1.56,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,13.36,0
"12p",0,0,0,0
"16p",4.51,0,0,9.69
"17p",0,0,94.44,0
"18p",83.63,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",67.64,0,0,8.66
"1q",0,0,0,0
"2q",0,0,0,1.79
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,31.63,0
"6q",0,0,0.18,3.53
"7q",75.3,0,0,0
"8q",1.32,0,0.07,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0.58,0
"13q",28.45,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",1.86,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",14.1,0,0,0
"Yq",0,0,0,0
"Xq",14.74,0,0,6.11
