"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,100,0
"2p",0,0,100,0
"3p",0,0,100,0
"4p",0,0,0,0
"5p",2.74,0,0,0
"6p",0,0,100,0
"7p",0,0,0,0
"8p",0,0,99.61,0
"9p",0,0,100,0
"10p",0,0,100,0
"11p",0,0,98.37,0
"12p",0,0,0.81,0
"16p",0,0,6.82,0
"17p",0,0,100,0
"18p",0,0,100,0
"19p",0,0,43.46,21.35
"20p",0,0,2.47,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,100,0
"2q",0,0,100,0
"3q",0,0,100,0
"4q",0,0,0,0
"5q",0,0,0,2
"6q",0,0,100,0
"7q",0,0,0.23,0
"8q",100,0,0,0
"9q",0,0,99.98,0
"10q",0,0,100,0
"11q",0,0,72.24,0
"12q",0,0,0,0
"13q",0,0,100,0
"14q",0,0,98.92,0
"15q",0.59,0,0.31,0
"16q",0,0,0.8,0
"17q",0,0,100,0
"18q",0,0,99.99,0
"19q",0.67,0,14.33,0
"20q",0.42,0,0,0
"21q",0,0,100,0
"22q",0.56,0,1.62,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
