"","GAIN","AMPLI","LOSS","LOH"
"1p",0.86,0,0,4.81
"2p",0,0,0,0
"3p",0,0,0.37,13.79
"4p",0,0,100,0
"5p",0,0,0.21,12.67
"6p",0,0,100,0
"7p",100,0,0,0
"8p",0,0,99.66,0
"9p",31.88,0,0,69.62
"10p",0,0,0,8.29
"11p",0,0,0,10.68
"12p",0,0,0,0
"16p",0,0,70.48,18.22
"17p",0,0,14.05,68
"18p",7.29,0,0,0
"19p",0,0,56.27,0
"20p",80.91,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",49.9,0,0,0
"1q",0,0,1.13,6.76
"2q",0,0,0.19,0
"3q",16.46,0,0,10.57
"4q",0,0,99.92,0
"5q",0.65,0,1.28,3.66
"6q",0,0,100,0
"7q",100,0,0,0
"8q",99.49,0,0.22,3.15
"9q",61.96,0,0,0
"10q",0.99,0,0,10.13
"11q",1.91,0,0,12.91
"12q",0,0,0.71,4.34
"13q",56.66,0,0,0
"14q",0.52,0,3.22,7.97
"15q",0,0,99.79,0
"16q",3.72,0,0.9,11.49
"17q",4.29,0,0,0
"18q",0,0,0,6.64
"19q",99.49,0,0.26,94.83
"20q",26.98,0,0,0
"21q",0,0,88.27,0
"22q",63.25,0,0,0
"Yq",0,0,0,0
"Xq",78.59,0,0,18.5
