"","GAIN","AMPLI","LOSS","LOH"
"1p",44.19,0,0,0
"2p",38.92,0,0,28.35
"3p",73.15,0,0.46,0
"4p",0,0,0,100
"5p",7.7,0,2.95,18.08
"6p",100,0,0,0
"7p",75.97,0,0,4.9
"8p",0,0,20.7,0
"9p",0,0,44.72,0
"10p",32.62,0,0.23,0
"11p",100,0,0,0
"12p",0,0,37.28,61.26
"16p",100,0,0,0
"17p",0,0,99.89,0
"18p",0,0,0,99.9
"19p",4.09,0,1.23,0
"20p",9.32,0,1.11,76.98
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",95.68,0,0,0
"1q",62.67,0,0,0
"2q",13.31,0,10.08,0
"3q",61.48,0,0,0
"4q",35.42,0,1.69,37.01
"5q",1.08,0,0.32,84.1
"6q",100,0,0,0
"7q",100,0,0.27,0
"8q",95.08,0,0,0
"9q",99.98,0,0,0
"10q",30.19,0,0,0
"11q",100,0,0,0
"12q",34.62,0,20.33,21.13
"13q",0,0,0.27,100
"14q",20.38,0,22.52,54.71
"15q",0.32,0,8.6,0
"16q",50.86,0,0,0
"17q",53.04,0,32.86,0
"18q",0.46,0,0.45,99.99
"19q",70.37,0,0,0
"20q",73.53,0,0.52,0
"21q",19.8,0,0.88,77.47
"22q",64,0,0.12,0
"Yq",0,0,0,0
"Xq",99.69,0,0,0
