"","GAIN","AMPLI","LOSS","LOH"
"1p",0.07,0,0.94,0
"2p",0,0,0,0
"3p",0,0,0.96,0
"4p",0.61,0,0,0
"5p",0.1,0,1.35,0
"6p",0,0,99.99,0
"7p",0,0,0.33,0
"8p",0,0,99.66,0
"9p",0.63,0,0,0
"10p",0,0,100,0
"11p",0,0,0.24,0
"12p",0,0,0.96,0
"16p",12.56,0,2.2,0
"17p",1.53,0,0.77,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",2.56,0,1.41,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",1.34,0,0.19,0
"1q",0,0,38.84,2.64
"2q",0.16,0,0.31,0
"3q",0.33,0,0.8,0
"4q",0.36,0,0.22,0
"5q",0.26,0,0.55,0
"6q",0,0,100,0
"7q",0,0,0,0
"8q",0,0,99.96,0
"9q",0.31,0,0.48,0
"10q",0,0,99.67,0
"11q",0,0,1.08,0
"12q",0.11,0,0.64,0
"13q",0,0,99.78,0
"14q",0,0,98.91,0
"15q",0,0,99.79,0
"16q",0,0,1.3,0
"17q",0,0,39.65,0
"18q",0,0,0.08,0
"19q",0,0,0.2,0
"20q",0,0,0,0
"21q",1.4,0,1.06,0
"22q",0,0,99.93,0
"Yq",0,0,0,0
"Xq",0.25,0,0.05,0
