"","GAIN","AMPLI","LOSS","LOH"
"1p",22.95,0,0,99.93
"2p",0,0,0,97.8
"3p",2.61,0,6.72,80.07
"4p",88.29,0,0,0
"5p",99.87,0,0,42.75
"6p",0,0,42.25,60.28
"7p",72.65,0,0,0
"8p",3.42,0,66.82,18.84
"9p",0,0,38.85,82.95
"10p",0,0,13,100
"11p",0,0,6.42,100
"12p",62.15,0,0,19.54
"16p",0,0,41.66,58.55
"17p",0,0,100,0
"18p",0,0,0,99.9
"19p",82.74,0,0,0
"20p",0,0,59.98,0
"21p",0,0,0,0
"Yp",0,0,99.93,0
"Xp",96.68,0,0,0
"1q",0,0,0,94.42
"2q",0,0,2.33,100
"3q",97.25,0,0,0
"4q",19.21,0,13.71,78.45
"5q",16.44,0,0,88.94
"6q",0,0,98.95,0
"7q",97.05,0,0.5,0
"8q",51.45,0,0,26.33
"9q",0,0,0,96.12
"10q",24.1,0,0,99.99
"11q",0,0,82.62,0
"12q",86.05,0,0,0
"13q",0,0,99.9,0
"14q",32.57,0,0,0
"15q",0,0,15.25,28.37
"16q",0,0,18.88,92.5
"17q",64.57,0,35.43,51.96
"18q",24.28,0,25.19,74.98
"19q",13,0,29.46,52.59
"20q",76.75,0,0,0
"21q",0,0,1.45,23.92
"22q",0,0,100,0
"Yq",0,0,100,0
"Xq",15.31,0,0.26,0
