"","GAIN","AMPLI","LOSS","LOH"
"1p",99.73,0,0.2,3.95
"2p",51.3,0,1.03,0
"3p",77.81,0,6.4,20.84
"4p",100,0,0,0
"5p",99.71,0,0,0
"6p",57.58,0,35.94,0
"7p",99.5,0,0,0
"8p",96.82,0,0,0
"9p",20,0,0,78.02
"10p",99.11,0,0,0
"11p",7.94,0,22.1,53.52
"12p",99.23,0,0,0
"16p",95.95,0,0,9.66
"17p",6.56,0,43.47,43.06
"18p",94.69,0,5.07,0
"19p",93.14,0,0,0
"20p",99.72,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",97.68,0,0,9.25
"1q",99.77,0,0,0
"2q",100,0,0,2.59
"3q",0,0,0,0
"4q",15.97,0,0,0
"5q",99.61,0,0,0
"6q",99.88,0,0,0
"7q",99.65,0,0,0
"8q",98.66,0,0,0
"9q",99.93,0,0,0
"10q",4.46,0,66.32,21.21
"11q",2.89,0,0,97.41
"12q",17.99,0,7.59,76.33
"13q",1.41,0,0,98.6
"14q",16.58,0,0,0
"15q",96.05,0,0,0
"16q",0,0,32.56,100
"17q",87.68,0,0,11.61
"18q",66.36,0,0,18.07
"19q",25.08,0,36.47,73.42
"20q",99.94,0,0,0
"21q",99.96,0,0,0
"22q",88.77,0,0.12,0
"Yq",0,0,0,0
"Xq",98.35,0,0.63,6.07
