"","GAIN","AMPLI","LOSS","LOH"
"1p",5.53,0,13.71,2.17
"2p",0,0,25.16,0
"3p",0,0,97.62,0
"4p",0,0,100,0
"5p",0,0,51.59,22.51
"6p",62.56,0,0,88.08
"7p",0,0,96.17,0
"8p",0,0,10.51,0
"9p",40.86,0,0,0
"10p",96.47,0,0,0
"11p",0,0,0,0
"12p",99.63,0,0,0
"16p",8.68,0,0,0
"17p",0,0,100,0
"18p",99.92,0,0,0
"19p",13.11,0,0,0
"20p",1.15,0,3.17,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0.53,9.16
"1q",56.93,0,0.77,0
"2q",0,0,99.48,0
"3q",46.34,0,0.26,0
"4q",0,0,99.89,0
"5q",0,0,98.81,14.77
"6q",99.91,0,0,92.65
"7q",0,0,0.19,5.54
"8q",52.01,0,0,0
"9q",0,0,66.36,0
"10q",20.16,0,76.13,0
"11q",0,0,7.47,0
"12q",0,0,100,0
"13q",34.15,0,0,69.14
"14q",0,0,98.92,0
"15q",0,0,99.11,0
"16q",16.24,0,0,0
"17q",0,0,100,0
"18q",99.99,0,0,36.99
"19q",34.89,0,59.4,0
"20q",8.12,0,0,0
"21q",0,0,98.84,0
"22q",14.16,0,62.64,0
"Yq",0,0,0,0
"Xq",59.3,0,0,10.21
