"","GAIN","AMPLI","LOSS","LOH"
"1p",0.07,0,0.95,0
"2p",98.14,0,0,0
"3p",0,0,0,100
"4p",5.1,0,0.52,0
"5p",99.86,0,0,0
"6p",38.8,0,21.6,27.04
"7p",3.32,0,0,0
"8p",59.45,0,0,97.08
"9p",76.68,0,23.14,80.54
"10p",0,0,0,0
"11p",7.17,0,1.39,0
"12p",0.77,0,0,0
"16p",1.01,0,17.8,0
"17p",99.87,0,0,47.23
"18p",100,0,0,0
"19p",73.69,0,16.59,0
"20p",99.89,0,0,0
"21p",0,0,0,0
"Yp",99.57,0,0,0
"Xp",8.46,0,0,0
"1q",99.77,0,0,0
"2q",74.12,0,2.07,73.39
"3q",68.42,0,0,0
"4q",3.32,0,0.19,0
"5q",50.83,0,0.7,47.89
"6q",72.18,0,0,91.22
"7q",67.3,0,0,37.55
"8q",99.92,0,0,100
"9q",99.98,0,0,96.12
"10q",6.43,0,1.75,0
"11q",99.64,0,0,0
"12q",29.8,0,1.75,0
"13q",23.33,0,0,0
"14q",53.57,0,12.9,0
"15q",73.36,0,0,23.17
"16q",99.81,0,0,6.08
"17q",99.61,0,0,7.64
"18q",20.31,0,0,0
"19q",99.6,0,0,0
"20q",99.79,0,0,0
"21q",61.19,0,0,0
"22q",99.78,0,0,0
"Yq",0,0,100,0
"Xq",34.85,0,0.56,0
