"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,70.16,0
"2p",99.56,0,0,0
"3p",0,0,6.11,71.82
"4p",99.18,0,0,0
"5p",99.94,0,0,0
"6p",54.73,0,0,0
"7p",76.45,0,0,24.1
"8p",99.66,0,0,0
"9p",0,0,48.01,34.11
"10p",19.06,0,80.9,81.28
"11p",30.61,0,49.01,29.41
"12p",0,0,0,99.63
"16p",3.79,0,84.05,13.79
"17p",0,0,95.45,0
"18p",0,0,0,99.9
"19p",0,0,74.1,25.3
"20p",96.82,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",16.32,0,9.01,0
"1q",71.55,0,0,0
"2q",0,0,0,0
"3q",0,0,0,84.9
"4q",0,0,0,0
"5q",0,0,51.47,0
"6q",100,0,0,0
"7q",0,0,7.06,8.38
"8q",99.35,0,0,0
"9q",0.41,0,0.37,96.12
"10q",69.55,0,22.27,77.65
"11q",96.83,0,2.71,0
"12q",0,0,0,99.97
"13q",0,0,99.58,0
"14q",8.09,0,0,0
"15q",56.49,0,43.22,32.49
"16q",75.01,0,1.89,19.72
"17q",0.99,0,42.25,0
"18q",2.46,0,69.63,99.99
"19q",3.02,0,1.09,58.79
"20q",83.33,0,0,9.4
"21q",0.79,0,5.23,0
"22q",17.83,0,0.12,100
"Yq",0,0,0,0
"Xq",0,0,0.26,0
