"","GAIN","AMPLI","LOSS","LOH"
"1p",0.04,0,100,0
"2p",0.9,0,0.02,0
"3p",0.59,0,0.02,0
"4p",12.6,0,0,0
"5p",1.1,0,0,0
"6p",2.17,0,0.21,0
"7p",0,0,0.53,0
"8p",0,0,0,0
"9p",0,0,0,25.7
"10p",0,0,0,0
"11p",1.63,0,0.28,0
"12p",0,0,0,0
"16p",0.74,0,0.27,7.79
"17p",0,0,0,0
"18p",0,0,0,0
"19p",1.02,0,0.38,10.98
"20p",0.91,0,1.36,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",0.76,0,3.25,0
"2q",0,0,0,1.98
"3q",0,0,0,2.41
"4q",0,0,0,0
"5q",0.09,0,0.31,2.43
"6q",0.18,0,0.22,2.54
"7q",0.21,0,0,0
"8q",2.11,0,0,3.44
"9q",1.26,0,0.97,0
"10q",0.93,0,0.37,0
"11q",0.73,0,1.72,3.92
"12q",0,0,0,3.6
"13q",0.34,0,0.13,0
"14q",0.43,0,0.87,4.93
"15q",0.78,0,0.48,0
"16q",0,0,0,0
"17q",0.44,0,0.39,0
"18q",0.66,0,0.47,0
"19q",0,0,99.97,0
"20q",0.89,0,0.79,0
"21q",2.29,0,0,0
"22q",10.5,0,0,0
"Yq",0,0,0,0
"Xq",0.26,0,0,0
