"","GAIN","AMPLI","LOSS","LOH"
"1p",72.26,0,15.87,9.67
"2p",74.05,0,7.14,17.93
"3p",1.19,0,0.68,58.68
"4p",7,0,2.63,0
"5p",3.16,0,0,0
"6p",84.61,0,0,0
"7p",99.59,0,0,0
"8p",9.55,0,64.48,0
"9p",73.72,0,1.19,0
"10p",95.51,0,1.16,6.91
"11p",88.37,0,0,10.47
"12p",98.58,0,0,0
"16p",84.05,0,0,9.66
"17p",0,0,99.89,0
"18p",11.76,0,0,0
"19p",59.89,0,7.04,0
"20p",96.01,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",2.55,0,10.54,99.81
"1q",96.72,0,0.81,0
"2q",77.18,0,0,0
"3q",2.79,0,0,0
"4q",98.73,0,0.31,0
"5q",2.36,0,3.23,0
"6q",83.92,0,0,0
"7q",98.54,0,0,0
"8q",0.28,0,0,0
"9q",59.88,0,0,0
"10q",86.34,0,0.32,0
"11q",96.41,0,0,0
"12q",42.37,0,0,0
"13q",66.26,0,25.05,5.4
"14q",40.09,0,0,22.51
"15q",22.65,0,77.05,0
"16q",54.75,0,0,0
"17q",90.49,0,0,0
"18q",89.2,0,5.22,8.69
"19q",99.15,0,0,0
"20q",99.48,0,0,0
"21q",0,0,4.78,0
"22q",97.92,0,0,0
"Yq",0,0,0,0
"Xq",0,0,13.28,86.34
