"","GAIN","AMPLI","LOSS","LOH"
"1p",0.19,0,0.24,0
"2p",0.05,0,0,0
"3p",0.34,0,0.3,0
"4p",0,0,0,0
"5p",3.1,0,0,0
"6p",0.82,0,0.28,0
"7p",0,0,0.45,0
"8p",1.16,0,85.33,15.61
"9p",0,0,95.1,0
"10p",0,0,0.42,0
"11p",1.22,0,0,0
"12p",0.18,0,0.72,0
"16p",5.85,0,0.9,9.66
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",1.3,0,0.7,0
"20p",1.06,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,4.3,0
"1q",0.42,0,1.34,0
"2q",0.59,0,0.2,1.82
"3q",88.38,0,0,0
"4q",0.28,0,0,0
"5q",0,0,100,0
"6q",0.24,0,0.91,0
"7q",0,0,0.6,0
"8q",0.61,0,0,0
"9q",0.39,0,0.43,0
"10q",0.29,0,0.46,0
"11q",10.16,0,0,61.24
"12q",0.27,0,0.27,0
"13q",0.2,0,1,0
"14q",0,0,0.28,0
"15q",0.54,0,0.54,0
"16q",0.33,0,0.67,0
"17q",100,0,0,4.63
"18q",0,0,99.28,0
"19q",0,0,98.72,0
"20q",0.13,0,0.88,0
"21q",0,0,0,0
"22q",3.96,0,0.58,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
