"","GAIN","AMPLI","LOSS","LOH"
"1p",1.15,0,0.34,0
"2p",0.45,0,0.3,0
"3p",3.48,0,0.3,0
"4p",0,0,1.7,0
"5p",1.06,0,0,0
"6p",3.19,0,0,0
"7p",0,0,0,0
"8p",32.89,0,61.43,60.19
"9p",0,0,64.88,53.65
"10p",0,0,0.75,0
"11p",0.55,0,0,0
"12p",1.63,0,0,0
"16p",0.37,0,0,9.06
"17p",0.4,0,1.5,0
"18p",0,0,0,0
"19p",35.36,0,0,56.39
"20p",0.18,0,1,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,2.44,0
"1q",0,0,2.78,0
"2q",0,0,2.04,0
"3q",71.26,0,0.24,0
"4q",0.4,0,18.88,19.22
"5q",0.41,0,2.85,5.73
"6q",0.32,0,19.77,21.69
"7q",0,0,0.25,3.01
"8q",88.68,0,2.6,7.33
"9q",0.97,0,0.37,0
"10q",0,0,1.08,0
"11q",0.77,0,0,0
"12q",0,0,1.82,0
"13q",0.43,0,40.08,41.33
"14q",0.83,0,0.09,0
"15q",0.26,0,0.63,0
"16q",0.65,0,2.03,0
"17q",0.23,0,0,0
"18q",0.38,0,5.59,4.64
"19q",0.87,0,0.89,0
"20q",0.83,0,0,0
"21q",0.86,0,0.9,0
"22q",2.63,0,0,0
"Yq",0,0,0,0
"Xq",0.26,0,0,0
