"","GAIN","AMPLI","LOSS","LOH"
"1p",43.71,0,0,55.74
"2p",100,0,0,0
"3p",0,0,0.37,100
"4p",100,0,0,0
"5p",0,0,0,0
"6p",100,0,0,0
"7p",99.89,0,0,0
"8p",2.28,0,67.98,15.61
"9p",0,0,0,82.95
"10p",61.36,0,0,0
"11p",99.44,0,0,0
"12p",0,0,0,99.63
"16p",50.54,0,0.56,0
"17p",80.13,0,0,67.72
"18p",99.9,0,0,0
"19p",8.07,0,16.95,82.95
"20p",99.79,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",99.34,0,0.58,11.23
"1q",98.73,0,0.77,0
"2q",99.69,0,0,1.92
"3q",74.9,0,0.63,2.52
"4q",94.6,0,0,0
"5q",99.15,0,0,97.66
"6q",99.85,0,0,0
"7q",98.24,0,0,3.58
"8q",6.63,0,0.36,0
"9q",98.13,0,0,0
"10q",100,0,0,0
"11q",96.06,0,0,6.02
"12q",81.84,0,6.04,12.7
"13q",53.06,0,0,0
"14q",24.5,0,0,45.11
"15q",65.64,0,0,0
"16q",20.53,0,0,0
"17q",100,0,0,0
"18q",13.15,0,0,4.94
"19q",99.95,0,0,96.71
"20q",100,0,0,0
"21q",0,0,0,100
"22q",0,0,0.12,100
"Yq",0,0,0,0
"Xq",100,0,0,21.66
