"","GAIN","AMPLI","LOSS","LOH"
"1p",2.4,0,7.05,2.59
"2p",0,0,0,0
"3p",0,0,0,5.87
"4p",0,0,0,0
"5p",0.94,0,0,0
"6p",2.89,0,0,0
"7p",0.82,0,0,0
"8p",0,0,0,0
"9p",6.13,0,16.12,0
"10p",0,0,0,0
"11p",0,0,0,6.63
"12p",0.91,0,0,0
"16p",6.31,0,16.94,9.47
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",8.68,0,3.61,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,4.89
"1q",0,0,0,2.83
"2q",0.5,0,0,0
"3q",0.61,0,0,0
"4q",0,0,0,0
"5q",0,0,5.38,2.21
"6q",0,0,0,0
"7q",0.65,0,0,0
"8q",0,0,0,3.15
"9q",36.24,0,0,0
"10q",0,0,0,2.81
"11q",9.81,0,0,0
"12q",0,0,0,0
"13q",20.52,0,0,0
"14q",43.21,0,0,0
"15q",0,0,0,3.74
"16q",0,0,0,0
"17q",0,0,0,4.59
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0,0,1.17,0
"Yq",0,0,0,0
"Xq",0.43,0,0,6.92
