"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,4.98
"3p",29.77,0,0,63.11
"4p",0,0,0,0
"5p",0.65,0,0,0
"6p",1.07,0,0,0
"7p",0,0,35.61,0
"8p",0,0,99.66,0
"9p",0,0,1.67,82.95
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,1.75,0
"16p",7.79,0,1.26,9.45
"17p",0,0,0,14.05
"18p",10.75,0,89.12,0
"19p",2.94,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,4.3
"1q",0.52,0,0.41,0
"2q",0.26,0,0,0
"3q",73.92,0,0,0
"4q",0.25,0,0,0
"5q",0,0,29.24,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",73.51,0,26.47,0
"9q",0,0,0,96.12
"10q",0,0,0.4,0
"11q",0,0,0.46,0
"12q",0,0,0,2.86
"13q",0,0,85.88,0
"14q",0,0,0.74,0
"15q",0,0,0,0
"16q",0.7,0,0,0
"17q",0,0,2.12,0
"18q",99.99,0,0,0
"19q",0,0,0,0
"20q",0.98,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",1.47,0,1.56,3.84
