"","GAIN","AMPLI","LOSS","LOH"
"1p",86.45,0,0,0
"2p",0,0,0,97.8
"3p",99.96,0,0,0
"4p",62.15,0,12.89,81.63
"5p",97.57,0,0,0
"6p",95.68,0,0,4.27
"7p",99.95,0,0,0
"8p",6.36,0,32.78,0
"9p",0,0,0.29,82.95
"10p",0,0,0,0
"11p",2.43,0,43.59,0
"12p",0.72,0,0,0
"16p",99.36,0,0,0
"17p",60.3,0,15.17,25.42
"18p",0,0,0,99.9
"19p",18.2,0,0,100
"20p",4.93,0,86.61,22.32
"21p",85.12,0,0,0
"Yp",99.93,0,0,0
"Xp",49.69,0,0,0
"1q",99.17,0,0,0
"2q",99.97,0,0,0
"3q",100,0,0,0
"4q",33.52,0,0,0
"5q",82.09,0,0,0
"6q",100,0,0,0
"7q",98.4,0,0,0
"8q",72.36,0,19.14,5.79
"9q",8.87,0,0,81.31
"10q",87.97,0,0,0
"11q",86.8,0,0,93.71
"12q",0.83,0,0.3,0
"13q",60.98,0,1.71,3.5
"14q",98.57,0,0,0
"15q",59.99,0,0.33,0
"16q",100,0,0,0
"17q",99.45,0,0,0
"18q",0,0,91.39,8.93
"19q",0,0,1.82,99.97
"20q",98.87,0,0,0
"21q",97.92,0,0,75.51
"22q",0.14,0,1.96,0
"Yq",100,0,0,0
"Xq",99.95,0,0,0
