"","GAIN","AMPLI","LOSS","LOH"
"1p",0.47,0,0,3.4
"2p",100,0,0,0
"3p",0.44,0,0,0
"4p",3.32,0,0,0
"5p",99.94,0,0,0
"6p",1.54,0,0,5.45
"7p",100,0,0,0
"8p",0,0,0,0
"9p",0,0,37.25,0
"10p",0,0,100,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",100,0,0,10.18
"17p",43.3,0,56.62,11.74
"18p",0,0,0,0
"19p",0,0,0,0
"20p",100,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",93.66,0,0.76,14.73
"2q",63.94,0,0,0
"3q",47.61,0,0,0
"4q",0.38,0,4.29,0
"5q",70.77,0,0,0
"6q",0,0,1.3,0
"7q",50.62,0,1.76,3.35
"8q",89.31,0,0,0
"9q",1.97,0,0.49,0
"10q",0,0,23.19,3.44
"11q",0,0,0,0
"12q",0,0,0.63,2.9
"13q",1.5,0,19.46,0
"14q",0.45,0,0,0
"15q",16.79,0,0,0
"16q",46.36,0,0,0
"17q",100,0,0,4.8
"18q",0.71,0,0,0
"19q",15.05,0,0,0
"20q",98.23,0,0,0
"21q",0,0,66.01,0
"22q",15.26,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
