"","GAIN","AMPLI","LOSS","LOH"
"1p",99.94,0,0,0
"2p",0,0,16.22,97.8
"3p",99.98,0,0,3.6
"4p",100,0,0,0
"5p",81.45,0,1.81,0
"6p",58.68,0,40.1,37.5
"7p",100,0,0,0
"8p",96.02,0,0,0
"9p",22.64,0,70.74,0
"10p",100,0,0,0
"11p",98.68,0,0,0
"12p",95.89,0,0,0
"16p",93.54,0,0,11.71
"17p",0,0,99.86,0
"18p",97.89,0,0,0
"19p",99.93,0,0,0
"20p",0,0,98.61,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",99.82,0,0,8
"1q",99.24,0,0.7,0
"2q",0,0,20.62,98.04
"3q",99.92,0,0,0
"4q",98.91,0,0.21,0
"5q",6.58,0,78.6,0
"6q",100,0,0,0
"7q",100,0,0,3.34
"8q",99.27,0,0,0
"9q",99.98,0,0,0
"10q",0,0,97.86,0
"11q",99.61,0,0,0
"12q",7.55,0,62.38,4.06
"13q",93.77,0,6.2,0
"14q",96.52,0,0,0
"15q",99.16,0,0,0
"16q",97.07,0,0,0
"17q",81.83,0,0,24.08
"18q",98.53,0,0,0
"19q",99.35,0,0,0
"20q",99.81,0,0,0
"21q",100,0,0,0
"22q",98.86,0,0,0
"Yq",0,0,0,0
"Xq",100,0,0,17.18
