"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,100,0
"2p",0.07,0,0,0
"3p",0.26,0,0.29,0
"4p",1.33,0,96.53,0
"5p",1.09,0,0.66,0
"6p",1.54,0,1.27,0
"7p",1.57,0,0,4.59
"8p",0.07,0,0,0
"9p",0.57,0,0.55,0
"10p",0,0,2.69,0
"11p",0,0,0.57,0
"12p",0.24,0,0,0
"16p",0,0,0,11.05
"17p",0.16,0,0,0
"18p",1.92,0,0,0
"19p",0,0,0,0
"20p",0.93,0,0.79,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",0,0,0,0
"1q",0,0,1.71,5.67
"2q",0.09,0,0.32,4.34
"3q",0.25,0,0,5.61
"4q",0.2,0,98.82,0
"5q",1.01,0,0.71,0
"6q",0.23,0,0.55,0
"7q",0,0,0.85,0
"8q",1.07,0,0.92,0
"9q",1.62,0,0.15,0
"10q",1.43,0,1.94,2.72
"11q",0,0,0,3.66
"12q",0.5,0,1.17,0
"13q",4.23,0,0.74,2.75
"14q",2.73,0,1.4,0
"15q",0.94,0,1.1,0
"16q",3.16,0,0,8.72
"17q",0.78,0,0,6.63
"18q",2.25,0,0.64,0
"19q",0,0,99.97,0
"20q",5.72,0,0.13,0
"21q",3.41,0,0.82,0
"22q",36.89,0,0.12,0
"Yq",100,0,0,0
"Xq",0,0,0.26,0
