"","GAIN","AMPLI","LOSS","LOH"
"1p",5.38,0,0.81,2.55
"2p",0,0,0.36,0
"3p",1.08,0,0.42,3.36
"4p",0,0,0,10.95
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0,7.55
"10p",0,0,42.17,0
"11p",0,0,1.19,0
"12p",0,0,0,0
"16p",0,0,0,9.5
"17p",0,0,0,0
"18p",21.42,0,78.54,0
"19p",0,0,2.5,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",45.01,0,1.31,10.14
"2q",0,0,0.67,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,1.33,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",0,0,0,5.46
"9q",9.99,0,0,0
"10q",0,0,1.19,5.48
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,0.96,0
"15q",1.61,0,0,0
"16q",0,0,0.82,0
"17q",0,0,1.56,0
"18q",99.99,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",1.64,0,0,0
"22q",17.7,0,1.39,0
"Yq",0,0,0,0
"Xq",80.82,0,0,0
