"","GAIN","AMPLI","LOSS","LOH"
"1p",89.4,0,0,0
"2p",90.55,0,0,0
"3p",0,0,99.89,0
"4p",0,0,99.82,0
"5p",99.01,0,0,0
"6p",0,0,100,0
"7p",96.79,0,0.38,0
"8p",98.1,0,0.56,0
"9p",0,0,99.9,0
"10p",0,0,99.94,0
"11p",0,0,100,0
"12p",99.7,0,0,0
"16p",0,0,99.83,0
"17p",0,0,99.79,0
"18p",100,0,0,0
"19p",52.94,0,6.71,33.07
"20p",95.01,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,99.93,0
"Xp",90.32,0,0,0
"1q",99.37,0,0,0
"2q",80.01,0,0,12.16
"3q",0,0,99.55,0
"4q",0,0,99.88,0
"5q",7.21,0,12.09,68.43
"6q",0,0,99.98,0
"7q",98.25,0,0,0
"8q",98.94,0,0,0
"9q",0,0,99.92,0
"10q",0,0,99.94,0
"11q",0,0,99.97,0
"12q",22.99,0,68.63,0
"13q",0,0,99.92,0
"14q",18.35,0,1,80.29
"15q",95.99,0,0,0
"16q",0,0,99.89,0
"17q",0,0,68.69,31.65
"18q",3.44,0,76.4,0
"19q",95.58,0,0,0
"20q",92.29,0,3.15,0
"21q",84.48,0,0,0
"22q",85.69,0,0,0
"Yq",0,0,100,0
"Xq",99.95,0,0,0
