"","GAIN","AMPLI","LOSS","LOH"
"1p",11.32,0,0.09,10.98
"2p",0.7,0,0.05,0
"3p",0.3,0,0.66,0
"4p",9.64,0,0,12.1
"5p",1.11,0,0,0
"6p",0,0,5.18,16.18
"7p",0,0,0.98,0
"8p",1.35,0,7.64,23.74
"9p",0,0,25.59,0
"10p",0,0,3.07,0
"11p",0,0,0.87,7.7
"12p",79.86,0,0,13.54
"16p",81.21,0,1.05,13.83
"17p",4.38,0,0.99,0
"18p",0,0,1.9,22.58
"19p",0,0,0,0
"20p",0,0,0.17,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0.56,5.61
"2q",0,0,0.25,5.74
"3q",0,0,1.93,0
"4q",0,0,0,0
"5q",0,0,3.28,2.2
"6q",0.37,0,2.41,4.3
"7q",0,0,2.62,7.67
"8q",2.07,0,0.02,0
"9q",2.92,0,0.27,4.12
"10q",0.53,0,6.62,9.18
"11q",5.02,0,0.77,0
"12q",56.63,0,0.34,19.35
"13q",0,0,2.78,3.24
"14q",1.21,0,1.53,0
"15q",0,0,5.74,0
"16q",0,0,0,0
"17q",2.34,0,5.46,10.02
"18q",0,0,2.63,5.49
"19q",0,0,0.33,21.93
"20q",6.88,0,0.68,11.44
"21q",1.64,0,1.24,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
