"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,0
"3p",0.49,0,0,5.34
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,1.22,0
"7p",100,0,0,0
"8p",0,0,0,0
"9p",0,0,48.27,0
"10p",0,0,100,0
"11p",0,0,0,10.24
"12p",0,0,0,0
"16p",0,0,40.77,10.69
"17p",0,0,0,0
"18p",0,0,0,0
"19p",70.35,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",4.3,0,0,0
"1q",0.43,0,0,0
"2q",0.49,0,0.35,1.83
"3q",0,0,0.33,2.71
"4q",0,0,0,3.5
"5q",0,0,0,0
"6q",0,0,53.83,0
"7q",96.19,0,0,0
"8q",38.89,0,0,2.73
"9q",0,0,4.11,0
"10q",0,0,100,0
"11q",0.45,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0.54,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,5.87
"19q",100,0,0,0
"20q",91.96,0,0,0
"21q",1.42,0,0,0
"22q",1.44,0,0,0
"Yq",100,0,0,0
"Xq",0,0,0,0
