"","GAIN","AMPLI","LOSS","LOH"
"1p",4.06,0,1.18,0
"2p",13.26,0,0,0
"3p",17.7,0,0,3.03
"4p",0,0,0,0
"5p",0,0,3.34,0
"6p",27.41,0,0.92,0
"7p",0,0,4.98,0
"8p",0,0,99.61,0
"9p",8.34,0,0,5.55
"10p",50.95,0,11.81,0
"11p",0,0,3.87,0
"12p",9.22,0,66.95,0
"16p",100,0,0,8.41
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",100,0,0,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,100,0
"1q",94.09,0,2.91,3.24
"2q",4.83,0,5.41,2.02
"3q",23.79,0,0,0
"4q",3.78,0,4.66,0
"5q",4.57,0,0,0
"6q",3.69,0,4.02,0
"7q",4.12,0,4.3,2.94
"8q",99.54,0,0,2.73
"9q",8.9,0,2.26,0
"10q",27,0,3.89,35.28
"11q",5.41,0,15.92,16.99
"12q",9.77,0,1.49,0
"13q",0,0,15.69,0
"14q",16.71,0,0,0
"15q",1.22,0,52.74,0
"16q",0,0,95.19,0
"17q",10.55,0,0,0
"18q",0,0,0,0
"19q",100,0,0,0
"20q",0,0,0,0
"21q",15.28,0,8.8,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",0,0,83.75,15.95
